date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2015-09-01,27,34,21,24.0,21.0,20.0,18.0,17.0,16.0,1013.0,1016.0,1017.0,100.0,93.0,100.0,51.0,67.0,68.0,31.0,26.0,23.0,17.0,17.0,16.0,21.0,19.0,17.0,17.0,16.0,15.0,1014.0,1019.0,1019.0,1011.0,1014.0,1015.0,0.0,0.0,0.0
2015-09-02,28,34,21,27.0,24.0,21.0,19.0,18.0,17.0,1012.0,1013.0,1016.0,90.0,100.0,93.0,44.0,51.0,67.0,34.0,31.0,26.0,21.0,17.0,17.0,21.0,21.0,19.0,18.0,17.0,16.0,1013.0,1014.0,1019.0,1010.0,1011.0,1014.0,0.0,0.0,0.0
2015-09-03,29,35,23,28.0,27.0,24.0,20.0,19.0,18.0,1010.0,1012.0,1013.0,90.0,90.0,100.0,44.0,44.0,51.0,34.0,34.0,31.0,21.0,21.0,17.0,21.0,21.0,21.0,19.0,18.0,17.0,1012.0,1013.0,1014.0,1008.0,1010.0,1011.0,0.0,0.0,0.0
2015-09-04,28,33,22,29.0,28.0,27.0,19.0,20.0,19.0,1009.0,1010.0,1012.0,79.0,90.0,90.0,39.0,44.0,44.0,35.0,34.0,34.0,23.0,21.0,21.0,21.0,21.0,21.0,18.0,19.0,18.0,1010.0,1012.0,1013.0,1007.0,1008.0,1010.0,0.0,0.0,0.0
2015-09-05,29,34,24,28.0,29.0,28.0,19.0,19.0,20.0,1010.0,1009.0,1010.0,87.0,79.0,90.0,44.0,39.0,44.0,33.0,35.0,34.0,22.0,23.0,21.0,22.0,21.0,21.0,18.0,18.0,19.0,1012.0,1010.0,1012.0,1009.0,1007.0,1008.0,1.02,0.0,0.0
2015-09-06,29,37,22,29.0,28.0,29.0,21.0,19.0,19.0,1011.0,1010.0,1009.0,82.0,87.0,79.0,46.0,44.0,39.0,34.0,33.0,35.0,24.0,22.0,23.0,22.0,22.0,21.0,20.0,18.0,18.0,1012.0,1012.0,1010.0,1010.0,1009.0,1007.0,0.0,1.02,0.0
2015-09-07,23,28,19,29.0,29.0,28.0,22.0,21.0,19.0,1010.0,1011.0,1010.0,93.0,82.0,87.0,42.0,46.0,44.0,37.0,34.0,33.0,22.0,24.0,22.0,24.0,22.0,22.0,21.0,20.0,18.0,1013.0,1012.0,1012.0,1008.0,1010.0,1009.0,16.0,0.0,1.02
2015-09-08,22,27,18,23.0,29.0,29.0,22.0,22.0,21.0,1013.0,1010.0,1011.0,100.0,93.0,82.0,74.0,42.0,46.0,28.0,37.0,34.0,19.0,22.0,24.0,23.0,24.0,22.0,17.0,21.0,20.0,1015.0,1013.0,1012.0,1010.0,1008.0,1010.0,30.23,16.0,0.0
2015-09-09,22,28,15,22.0,23.0,29.0,18.0,22.0,22.0,1013.0,1013.0,1010.0,100.0,100.0,93.0,58.0,74.0,42.0,27.0,28.0,37.0,18.0,19.0,22.0,19.0,23.0,24.0,17.0,17.0,21.0,1015.0,1015.0,1013.0,1010.0,1010.0,1008.0,9.91,30.23,16.0
2015-09-10,22,29,14,22.0,22.0,23.0,17.0,18.0,22.0,1015.0,1013.0,1013.0,100.0,100.0,100.0,54.0,58.0,74.0,28.0,27.0,28.0,15.0,18.0,19.0,20.0,19.0,23.0,14.0,17.0,17.0,1018.0,1015.0,1015.0,1012.0,1010.0,1010.0,7.62,9.91,30.23
2015-09-11,16,21,10,22.0,22.0,22.0,17.0,17.0,18.0,1014.0,1015.0,1013.0,90.0,100.0,100.0,49.0,54.0,58.0,29.0,28.0,27.0,14.0,15.0,18.0,18.0,20.0,19.0,14.0,14.0,17.0,1017.0,1018.0,1015.0,1013.0,1012.0,1010.0,4.06,7.62,9.91
2015-09-12,16,22,9,16.0,22.0,22.0,11.0,17.0,17.0,1022.0,1014.0,1015.0,93.0,90.0,100.0,44.0,49.0,54.0,21.0,29.0,28.0,10.0,14.0,15.0,13.0,18.0,20.0,8.0,14.0,14.0,1025.0,1017.0,1018.0,1018.0,1013.0,1012.0,0.0,4.06,7.62
2015-09-13,19,27,11,16.0,16.0,22.0,9.0,11.0,17.0,1021.0,1022.0,1014.0,93.0,93.0,90.0,44.0,44.0,49.0,22.0,21.0,29.0,9.0,10.0,14.0,10.0,13.0,18.0,8.0,8.0,14.0,1023.0,1025.0,1017.0,1018.0,1018.0,1013.0,0.0,0.0,4.06
2015-09-14,22,29,16,19.0,16.0,16.0,12.0,9.0,11.0,1012.0,1021.0,1022.0,89.0,93.0,93.0,48.0,44.0,44.0,27.0,22.0,21.0,11.0,9.0,10.0,16.0,10.0,13.0,9.0,8.0,8.0,1017.0,1023.0,1025.0,1008.0,1018.0,1018.0,0.0,0.0,0.0
2015-09-15,26,32,20,22.0,19.0,16.0,16.0,12.0,9.0,1008.0,1012.0,1021.0,90.0,89.0,93.0,51.0,48.0,44.0,29.0,27.0,22.0,16.0,11.0,9.0,18.0,16.0,10.0,14.0,9.0,8.0,1010.0,1017.0,1023.0,1007.0,1008.0,1018.0,0.0,0.0,0.0
2015-09-16,26,32,21,26.0,22.0,19.0,15.0,16.0,12.0,1009.0,1008.0,1012.0,73.0,90.0,89.0,34.0,51.0,48.0,32.0,29.0,27.0,20.0,16.0,11.0,18.0,18.0,16.0,13.0,14.0,9.0,1012.0,1010.0,1017.0,1007.0,1007.0,1008.0,0.0,0.0,0.0
2015-09-17,24,33,16,26.0,26.0,22.0,19.0,15.0,16.0,1011.0,1009.0,1008.0,90.0,73.0,90.0,46.0,34.0,51.0,32.0,32.0,29.0,21.0,20.0,16.0,22.0,18.0,18.0,17.0,13.0,14.0,1013.0,1012.0,1010.0,1007.0,1007.0,1007.0,0.0,0.0,0.0
2015-09-18,16,21,12,24.0,26.0,26.0,19.0,19.0,15.0,1007.0,1011.0,1009.0,84.0,90.0,73.0,51.0,46.0,34.0,33.0,32.0,32.0,16.0,21.0,20.0,21.0,22.0,18.0,13.0,17.0,13.0,1012.0,1013.0,1012.0,1005.0,1007.0,1007.0,0.0,0.0,0.0
2015-09-19,15,21,9,16.0,24.0,26.0,12.0,19.0,19.0,1013.0,1007.0,1011.0,89.0,84.0,90.0,53.0,51.0,46.0,21.0,33.0,32.0,12.0,16.0,21.0,14.0,21.0,22.0,10.0,13.0,17.0,1019.0,1012.0,1013.0,1011.0,1005.0,1007.0,10.92,0.0,0.0
2015-09-20,18,26,11,15.0,16.0,24.0,10.0,12.0,19.0,1020.0,1013.0,1007.0,96.0,89.0,84.0,47.0,53.0,51.0,21.0,21.0,33.0,9.0,12.0,16.0,11.0,14.0,21.0,8.0,10.0,13.0,1023.0,1019.0,1012.0,1019.0,1011.0,1005.0,0.0,10.92,0.0
2015-09-21,22,28,15,18.0,15.0,16.0,11.0,10.0,12.0,1017.0,1020.0,1013.0,89.0,96.0,89.0,42.0,47.0,53.0,26.0,21.0,21.0,11.0,9.0,12.0,13.0,11.0,14.0,9.0,8.0,10.0,1020.0,1023.0,1019.0,1014.0,1019.0,1011.0,0.0,0.0,10.92
2015-09-22,23,29,17,22.0,18.0,15.0,17.0,11.0,10.0,1014.0,1017.0,1020.0,100.0,89.0,96.0,55.0,42.0,47.0,28.0,26.0,21.0,15.0,11.0,9.0,19.0,13.0,11.0,13.0,9.0,8.0,1016.0,1020.0,1023.0,1012.0,1014.0,1019.0,0.0,0.0,0.0
2015-09-23,22,24,20,23.0,22.0,18.0,19.0,17.0,11.0,1016.0,1014.0,1017.0,100.0,100.0,89.0,58.0,55.0,42.0,29.0,28.0,26.0,17.0,15.0,11.0,21.0,19.0,13.0,16.0,13.0,9.0,1018.0,1016.0,1020.0,1014.0,1012.0,1014.0,0.76,0.0,0.0
2015-09-24,22,26,18,22.0,23.0,22.0,19.0,19.0,17.0,1018.0,1016.0,1014.0,93.0,100.0,100.0,82.0,58.0,55.0,24.0,29.0,28.0,20.0,17.0,15.0,21.0,21.0,19.0,18.0,16.0,13.0,1020.0,1018.0,1016.0,1016.0,1014.0,1012.0,6.6,0.76,0.0
2015-09-25,21,26,15,22.0,22.0,23.0,18.0,19.0,19.0,1017.0,1018.0,1016.0,100.0,93.0,100.0,60.0,82.0,58.0,26.0,24.0,29.0,18.0,20.0,17.0,19.0,21.0,21.0,16.0,18.0,16.0,1019.0,1020.0,1018.0,1015.0,1016.0,1014.0,11.18,6.6,0.76
2015-09-26,19,27,11,21.0,22.0,22.0,18.0,18.0,19.0,1020.0,1017.0,1018.0,100.0,100.0,93.0,60.0,60.0,82.0,26.0,26.0,24.0,15.0,18.0,20.0,19.0,19.0,21.0,13.0,16.0,18.0,1022.0,1019.0,1020.0,1018.0,1015.0,1016.0,6.6,11.18,6.6
2015-09-27,21,29,13,19.0,21.0,22.0,13.0,18.0,18.0,1020.0,1020.0,1017.0,100.0,100.0,100.0,42.0,60.0,60.0,27.0,26.0,26.0,11.0,15.0,18.0,15.0,19.0,19.0,9.0,13.0,16.0,1023.0,1022.0,1019.0,1017.0,1018.0,1015.0,0.0,6.6,11.18
2015-09-28,23,31,14,21.0,19.0,21.0,13.0,13.0,18.0,1014.0,1020.0,1020.0,93.0,100.0,100.0,37.0,42.0,60.0,29.0,27.0,26.0,13.0,11.0,15.0,15.0,15.0,19.0,12.0,9.0,13.0,1017.0,1023.0,1022.0,1011.0,1017.0,1018.0,0.0,0.0,6.6
2015-09-29,16,22,9,23.0,21.0,19.0,16.0,13.0,13.0,1012.0,1014.0,1020.0,90.0,93.0,100.0,36.0,37.0,42.0,31.0,29.0,27.0,14.0,13.0,11.0,17.0,15.0,15.0,14.0,12.0,9.0,1014.0,1017.0,1023.0,1010.0,1011.0,1017.0,0.0,0.0,0.0
2015-09-30,14,21,7,16.0,23.0,21.0,12.0,16.0,13.0,1019.0,1012.0,1014.0,93.0,90.0,93.0,40.0,36.0,37.0,22.0,31.0,29.0,9.0,14.0,13.0,18.0,17.0,15.0,7.0,14.0,12.0,1022.0,1014.0,1017.0,1014.0,1010.0,1011.0,20.32,0.0,0.0
2015-10-01,13,19,7,14.0,16.0,23.0,7.0,12.0,16.0,1023.0,1019.0,1012.0,93.0,93.0,90.0,37.0,40.0,36.0,21.0,22.0,31.0,7.0,9.0,14.0,8.0,18.0,17.0,5.0,7.0,14.0,1025.0,1022.0,1014.0,1022.0,1014.0,1010.0,0.0,20.32,0.0
2015-10-02,12,18,6,13.0,14.0,16.0,6.0,7.0,12.0,1026.0,1023.0,1019.0,86.0,93.0,93.0,44.0,37.0,40.0,19.0,21.0,22.0,7.0,7.0,9.0,8.0,8.0,18.0,5.0,5.0,7.0,1028.0,1025.0,1022.0,1024.0,1022.0,1014.0,0.0,0.0,20.32
2015-10-03,11,17,4,12.0,13.0,14.0,6.0,6.0,7.0,1026.0,1026.0,1023.0,86.0,86.0,93.0,44.0,44.0,37.0,18.0,19.0,21.0,6.0,7.0,7.0,7.0,8.0,8.0,4.0,5.0,5.0,1029.0,1028.0,1025.0,1022.0,1024.0,1022.0,0.0,0.0,0.0
2015-10-04,13,20,6,11.0,12.0,13.0,4.0,6.0,6.0,1021.0,1026.0,1026.0,89.0,86.0,86.0,39.0,44.0,44.0,17.0,18.0,19.0,4.0,6.0,7.0,6.0,7.0,8.0,3.0,4.0,5.0,1023.0,1029.0,1028.0,1019.0,1022.0,1024.0,0.0,0.0,0.0
2015-10-05,13,16,9,13.0,11.0,12.0,6.0,4.0,6.0,1022.0,1021.0,1026.0,89.0,89.0,86.0,44.0,39.0,44.0,20.0,17.0,18.0,6.0,4.0,6.0,8.0,6.0,7.0,5.0,3.0,4.0,1025.0,1023.0,1029.0,1021.0,1019.0,1022.0,0.0,0.0,0.0
2015-10-06,19,26,12,13.0,13.0,11.0,10.0,6.0,4.0,1023.0,1022.0,1021.0,93.0,89.0,89.0,72.0,44.0,39.0,16.0,20.0,17.0,9.0,6.0,4.0,12.0,8.0,6.0,8.0,5.0,3.0,1025.0,1025.0,1023.0,1021.0,1021.0,1019.0,0.0,0.0,0.0
2015-10-07,21,26,16,19.0,13.0,13.0,12.0,10.0,6.0,1021.0,1023.0,1022.0,93.0,93.0,89.0,39.0,72.0,44.0,26.0,16.0,20.0,12.0,9.0,6.0,13.0,12.0,8.0,10.0,8.0,5.0,1023.0,1025.0,1025.0,1020.0,1021.0,1021.0,0.0,0.0,0.0
2015-10-08,21,28,13,21.0,19.0,13.0,14.0,12.0,10.0,1020.0,1021.0,1023.0,90.0,93.0,93.0,50.0,39.0,72.0,26.0,26.0,16.0,16.0,12.0,9.0,16.0,13.0,12.0,13.0,10.0,8.0,1022.0,1023.0,1025.0,1017.0,1020.0,1021.0,0.0,0.0,0.0
2015-10-09,14,19,8,21.0,21.0,19.0,12.0,14.0,12.0,1017.0,1020.0,1021.0,90.0,90.0,93.0,31.0,50.0,39.0,28.0,26.0,26.0,13.0,16.0,12.0,15.0,16.0,13.0,7.0,13.0,10.0,1022.0,1022.0,1023.0,1015.0,1017.0,1020.0,0.0,0.0,0.0
2015-10-10,17,27,6,14.0,21.0,21.0,7.0,12.0,14.0,1026.0,1017.0,1020.0,93.0,90.0,90.0,42.0,31.0,50.0,19.0,28.0,26.0,8.0,13.0,16.0,12.0,15.0,16.0,5.0,7.0,13.0,1029.0,1022.0,1022.0,1022.0,1015.0,1017.0,0.0,0.0,0.0
2015-10-11,24,34,13,17.0,14.0,21.0,9.0,7.0,12.0,1018.0,1026.0,1017.0,89.0,93.0,90.0,39.0,42.0,31.0,27.0,19.0,28.0,6.0,8.0,13.0,13.0,12.0,15.0,5.0,5.0,7.0,1024.0,1029.0,1022.0,1011.0,1022.0,1015.0,0.0,0.0,0.0
2015-10-12,16,25,7,24.0,17.0,14.0,12.0,9.0,7.0,1004.0,1018.0,1026.0,93.0,89.0,93.0,23.0,39.0,42.0,34.0,27.0,19.0,13.0,6.0,8.0,15.0,13.0,12.0,7.0,5.0,5.0,1010.0,1024.0,1029.0,999.0,1011.0,1022.0,0.0,0.0,0.0
2015-10-13,17,29,4,16.0,24.0,17.0,1.0,12.0,9.0,1010.0,1004.0,1018.0,55.0,93.0,89.0,15.0,23.0,39.0,25.0,34.0,27.0,7.0,13.0,6.0,7.0,15.0,13.0,-3.0,7.0,5.0,1013.0,1010.0,1024.0,1007.0,999.0,1011.0,0.0,0.0,0.0
2015-10-14,14,23,6,17.0,16.0,24.0,2.0,1.0,12.0,1014.0,1010.0,1004.0,76.0,55.0,93.0,17.0,15.0,23.0,29.0,25.0,34.0,4.0,7.0,13.0,5.0,7.0,15.0,1.0,-3.0,7.0,1016.0,1013.0,1010.0,1011.0,1007.0,999.0,0.0,0.0,0.0
2015-10-15,13,22,4,14.0,17.0,16.0,3.0,2.0,1.0,1019.0,1014.0,1010.0,76.0,76.0,55.0,25.0,17.0,15.0,23.0,29.0,25.0,6.0,4.0,7.0,6.0,5.0,7.0,2.0,1.0,-3.0,1021.0,1016.0,1013.0,1016.0,1011.0,1007.0,0.0,0.0,0.0
2015-10-16,8,17,0,13.0,14.0,17.0,2.0,3.0,2.0,1023.0,1019.0,1014.0,86.0,76.0,76.0,22.0,25.0,17.0,22.0,23.0,29.0,4.0,6.0,4.0,7.0,6.0,5.0,-2.0,2.0,1.0,1031.0,1021.0,1016.0,1018.0,1016.0,1011.0,0.0,0.0,0.0
2015-10-17,11,17,6,8.0,13.0,14.0,-1.0,2.0,3.0,1032.0,1023.0,1019.0,82.0,86.0,76.0,27.0,22.0,25.0,17.0,22.0,23.0,0.0,4.0,6.0,1.0,7.0,6.0,-2.0,-2.0,2.0,1035.0,1031.0,1021.0,1030.0,1018.0,1016.0,0.0,0.0,0.0
2015-10-18,16,25,7,11.0,8.0,13.0,-1.0,-1.0,2.0,1030.0,1032.0,1023.0,67.0,82.0,86.0,30.0,27.0,22.0,17.0,17.0,22.0,6.0,0.0,4.0,1.0,1.0,7.0,-2.0,-2.0,-2.0,1033.0,1035.0,1031.0,1028.0,1030.0,1018.0,0.0,0.0,0.0
2015-10-19,22,28,16,16.0,11.0,8.0,3.0,-1.0,-1.0,1022.0,1030.0,1032.0,65.0,67.0,82.0,29.0,30.0,27.0,25.0,17.0,17.0,7.0,6.0,0.0,7.0,1.0,1.0,1.0,-2.0,-2.0,1027.0,1033.0,1035.0,1016.0,1028.0,1030.0,0.0,0.0,0.0
2015-10-20,21,28,13,22.0,16.0,11.0,6.0,3.0,-1.0,1012.0,1022.0,1030.0,47.0,65.0,67.0,29.0,29.0,30.0,28.0,25.0,17.0,16.0,7.0,6.0,9.0,7.0,1.0,2.0,1.0,-2.0,1016.0,1027.0,1033.0,1009.0,1016.0,1028.0,0.0,0.0,0.0
2015-10-21,18,22,14,21.0,22.0,16.0,9.0,6.0,3.0,1011.0,1012.0,1022.0,73.0,47.0,65.0,36.0,29.0,29.0,28.0,28.0,25.0,13.0,16.0,7.0,13.0,9.0,7.0,6.0,2.0,1.0,1012.0,1016.0,1027.0,1009.0,1009.0,1016.0,0.0,0.0,0.0
2015-10-22,16,19,12,18.0,21.0,22.0,11.0,9.0,6.0,1019.0,1011.0,1012.0,80.0,73.0,47.0,52.0,36.0,29.0,22.0,28.0,28.0,14.0,13.0,16.0,13.0,13.0,9.0,8.0,6.0,2.0,1023.0,1012.0,1016.0,1012.0,1009.0,1009.0,0.51,0.0,0.0
2015-10-23,18,23,12,16.0,18.0,21.0,9.0,11.0,9.0,1021.0,1019.0,1011.0,83.0,80.0,73.0,60.0,52.0,36.0,19.0,22.0,28.0,12.0,14.0,13.0,13.0,13.0,13.0,8.0,8.0,6.0,1024.0,1023.0,1012.0,1014.0,1012.0,1009.0,2.29,0.51,0.0
2015-10-24,11,18,3,18.0,16.0,18.0,14.0,9.0,11.0,1010.0,1021.0,1019.0,93.0,83.0,80.0,57.0,60.0,52.0,23.0,19.0,22.0,12.0,12.0,14.0,17.0,13.0,13.0,8.0,8.0,8.0,1015.0,1024.0,1023.0,1006.0,1014.0,1012.0,3.3,2.29,0.51
2015-10-25,9,19,-1,11.0,18.0,16.0,4.0,14.0,9.0,1019.0,1010.0,1021.0,80.0,93.0,83.0,30.0,57.0,60.0,18.0,23.0,19.0,3.0,12.0,12.0,9.0,17.0,13.0,-1.0,8.0,8.0,1025.0,1015.0,1024.0,1014.0,1006.0,1014.0,0.0,3.3,2.29
2015-10-26,10,17,3,9.0,11.0,18.0,1.0,4.0,14.0,1026.0,1019.0,1010.0,92.0,80.0,93.0,29.0,30.0,57.0,19.0,18.0,23.0,-1.0,3.0,12.0,4.0,9.0,17.0,-1.0,-1.0,8.0,1029.0,1025.0,1015.0,1024.0,1014.0,1006.0,0.0,0.0,3.3
2015-10-27,10,14,5,10.0,9.0,11.0,2.0,1.0,4.0,1023.0,1026.0,1019.0,82.0,92.0,80.0,34.0,29.0,30.0,17.0,19.0,18.0,3.0,-1.0,3.0,6.0,4.0,9.0,1.0,-1.0,-1.0,1025.0,1029.0,1025.0,1019.0,1024.0,1014.0,0.0,0.0,0.0
2015-10-28,8,14,2,10.0,10.0,9.0,6.0,2.0,1.0,1013.0,1023.0,1026.0,93.0,82.0,92.0,50.0,34.0,29.0,14.0,17.0,19.0,5.0,3.0,-1.0,9.0,6.0,4.0,2.0,1.0,-1.0,1019.0,1025.0,1029.0,1008.0,1019.0,1024.0,0.0,0.0,0.0
2015-10-29,6,13,-2,8.0,10.0,10.0,1.0,6.0,2.0,1009.0,1013.0,1023.0,93.0,93.0,82.0,30.0,50.0,34.0,14.0,14.0,17.0,2.0,5.0,3.0,9.0,9.0,6.0,-6.0,2.0,1.0,1011.0,1019.0,1025.0,1006.0,1008.0,1019.0,0.0,0.0,0.0
2015-10-30,4,12,-3,6.0,8.0,10.0,-2.0,1.0,6.0,1015.0,1009.0,1013.0,82.0,93.0,93.0,41.0,30.0,50.0,13.0,14.0,14.0,-2.0,2.0,5.0,0.0,9.0,9.0,-5.0,-6.0,2.0,1018.0,1011.0,1019.0,1011.0,1006.0,1008.0,0.0,0.0,0.0
2015-10-31,12,18,6,4.0,6.0,8.0,1.0,-2.0,1.0,1015.0,1015.0,1009.0,92.0,82.0,93.0,38.0,41.0,30.0,12.0,13.0,14.0,-3.0,-2.0,2.0,6.0,0.0,9.0,-4.0,-5.0,-6.0,1018.0,1018.0,1011.0,1010.0,1011.0,1006.0,5.84,0.0,0.0
2015-11-01,15,26,4,12.0,4.0,6.0,7.0,1.0,-2.0,1008.0,1015.0,1015.0,100.0,92.0,82.0,52.0,38.0,41.0,18.0,12.0,13.0,6.0,-3.0,-2.0,8.0,6.0,0.0,5.0,-4.0,-5.0,1011.0,1018.0,1018.0,1007.0,1010.0,1011.0,0.76,5.84,0.0
2015-11-02,18,27,9,15.0,12.0,4.0,6.0,7.0,1.0,1010.0,1008.0,1015.0,93.0,100.0,92.0,29.0,52.0,38.0,26.0,18.0,12.0,4.0,6.0,-3.0,8.0,8.0,6.0,4.0,5.0,-4.0,1012.0,1011.0,1018.0,1008.0,1007.0,1010.0,0.0,0.76,5.84
2015-11-03,16,26,7,18.0,15.0,12.0,6.0,6.0,7.0,1011.0,1010.0,1008.0,77.0,93.0,100.0,23.0,29.0,52.0,27.0,26.0,18.0,9.0,4.0,6.0,8.0,8.0,8.0,4.0,4.0,5.0,1012.0,1012.0,1011.0,1009.0,1008.0,1007.0,0.0,0.0,0.76
2015-11-04,18,23,14,16.0,18.0,15.0,11.0,6.0,6.0,1010.0,1011.0,1010.0,100.0,77.0,93.0,40.0,23.0,29.0,26.0,27.0,26.0,7.0,9.0,4.0,13.0,8.0,8.0,3.0,4.0,4.0,1012.0,1012.0,1012.0,1008.0,1009.0,1008.0,0.0,0.0,0.0
2015-11-05,13,19,6,18.0,16.0,18.0,14.0,11.0,6.0,1010.0,1010.0,1011.0,93.0,100.0,77.0,57.0,40.0,23.0,23.0,26.0,27.0,14.0,7.0,9.0,14.0,13.0,8.0,13.0,3.0,4.0,1012.0,1012.0,1012.0,1008.0,1008.0,1009.0,0.0,0.0,0.0
2015-11-06,8,14,1,13.0,18.0,16.0,9.0,14.0,11.0,1009.0,1010.0,1010.0,90.0,93.0,100.0,48.0,57.0,40.0,19.0,23.0,26.0,6.0,14.0,7.0,15.0,14.0,13.0,2.0,13.0,3.0,1016.0,1012.0,1012.0,1005.0,1008.0,1008.0,0.0,0.0,0.0
2015-11-07,6,15,-3,8.0,13.0,18.0,0.0,9.0,14.0,1023.0,1009.0,1010.0,96.0,90.0,93.0,33.0,48.0,57.0,14.0,19.0,23.0,1.0,6.0,14.0,2.0,15.0,14.0,-2.0,2.0,13.0,1028.0,1016.0,1012.0,1017.0,1005.0,1008.0,0.0,0.0,0.0
2015-11-08,8,17,-2,6.0,8.0,13.0,-2.0,0.0,9.0,1030.0,1023.0,1009.0,92.0,96.0,90.0,25.0,33.0,48.0,15.0,14.0,19.0,-3.0,1.0,6.0,2.0,2.0,15.0,-6.0,-2.0,2.0,1032.0,1028.0,1016.0,1028.0,1017.0,1005.0,0.0,0.0,0.0
2015-11-09,9,18,1,8.0,6.0,8.0,-1.0,-2.0,0.0,1024.0,1030.0,1023.0,82.0,92.0,96.0,34.0,25.0,33.0,17.0,15.0,14.0,-2.0,-3.0,1.0,2.0,2.0,2.0,-4.0,-6.0,-2.0,1028.0,1032.0,1028.0,1021.0,1028.0,1017.0,0.0,0.0,0.0
2015-11-10,9,16,2,9.0,8.0,6.0,0.0,-1.0,-2.0,1019.0,1024.0,1030.0,76.0,82.0,92.0,34.0,34.0,25.0,18.0,17.0,15.0,1.0,-2.0,-3.0,2.0,2.0,2.0,-3.0,-4.0,-6.0,1021.0,1028.0,1032.0,1016.0,1021.0,1028.0,0.0,0.0,0.0
2015-11-11,6,9,2,9.0,9.0,8.0,3.0,0.0,-1.0,1012.0,1019.0,1024.0,92.0,76.0,82.0,54.0,34.0,34.0,16.0,18.0,17.0,2.0,1.0,-2.0,7.0,2.0,2.0,-1.0,-3.0,-4.0,1016.0,1021.0,1028.0,1008.0,1016.0,1021.0,0.0,0.0,0.0
2015-11-12,8,13,2,6.0,9.0,9.0,4.0,3.0,0.0,1000.0,1012.0,1019.0,100.0,92.0,76.0,76.0,54.0,34.0,9.0,16.0,18.0,2.0,2.0,1.0,8.0,7.0,2.0,1.0,-1.0,-3.0,1009.0,1016.0,1021.0,992.0,1008.0,1016.0,7.37,0.0,0.0
2015-11-13,7,16,-3,8.0,6.0,9.0,-2.0,4.0,3.0,1019.0,1000.0,1012.0,76.0,100.0,92.0,29.0,76.0,54.0,13.0,9.0,16.0,2.0,2.0,2.0,1.0,8.0,7.0,-5.0,1.0,-1.0,1025.0,1009.0,1016.0,1010.0,992.0,1008.0,0.0,7.37,0.0
2015-11-14,9,20,-2,7.0,8.0,6.0,-3.0,-2.0,4.0,1024.0,1019.0,1000.0,82.0,76.0,100.0,26.0,29.0,76.0,16.0,13.0,9.0,-3.0,2.0,2.0,0.0,1.0,8.0,-6.0,-5.0,1.0,1027.0,1025.0,1009.0,1021.0,1010.0,992.0,0.0,0.0,7.37
2015-11-15,10,17,2,9.0,7.0,8.0,1.0,-3.0,-2.0,1020.0,1024.0,1019.0,92.0,82.0,76.0,29.0,26.0,29.0,20.0,16.0,13.0,-2.0,-3.0,2.0,3.0,0.0,1.0,-3.0,-6.0,-5.0,1022.0,1027.0,1025.0,1018.0,1021.0,1010.0,0.0,0.0,0.0
2015-11-16,13,15,11,10.0,9.0,7.0,5.0,1.0,-3.0,1015.0,1020.0,1024.0,77.0,92.0,82.0,46.0,29.0,26.0,17.0,20.0,16.0,2.0,-2.0,-3.0,9.0,3.0,0.0,-1.0,-3.0,-6.0,1020.0,1022.0,1027.0,1009.0,1018.0,1021.0,0.0,0.0,0.0
2015-11-17,11,16,6,13.0,10.0,9.0,12.0,5.0,1.0,1004.0,1015.0,1020.0,100.0,77.0,92.0,66.0,46.0,29.0,15.0,17.0,20.0,11.0,2.0,-2.0,14.0,9.0,3.0,7.0,-1.0,-3.0,1009.0,1020.0,1022.0,1001.0,1009.0,1018.0,1.27,0.0,0.0
2015-11-18,7,11,2,11.0,13.0,10.0,9.0,12.0,5.0,998.0,1004.0,1015.0,100.0,100.0,77.0,86.0,66.0,46.0,16.0,15.0,17.0,6.0,11.0,2.0,15.0,14.0,9.0,4.0,7.0,-1.0,1002.0,1009.0,1020.0,993.0,1001.0,1009.0,24.13,1.27,0.0
2015-11-19,4,10,-1,7.0,11.0,13.0,2.0,9.0,12.0,997.0,998.0,1004.0,93.0,100.0,100.0,53.0,86.0,66.0,11.0,16.0,15.0,2.0,6.0,11.0,5.0,15.0,14.0,-5.0,4.0,7.0,1014.0,1002.0,1009.0,991.0,993.0,1001.0,0.76,24.13,1.27
2015-11-20,6,11,-1,4.0,7.0,11.0,-8.0,2.0,9.0,1022.0,997.0,998.0,63.0,93.0,100.0,23.0,53.0,86.0,10.0,11.0,16.0,-1.0,2.0,6.0,-4.0,5.0,15.0,-11.0,-5.0,4.0,1024.0,1014.0,1002.0,1015.0,991.0,993.0,0.0,0.76,24.13
